,Store Code,Site Name,Store Type,TNS Link ID,TNS Name Portal,Region,Installed,Closure Date,Router Serial No,Primary,Owner,Speed,Service ID / Serial No,Service No / MAC,Account ,Secondary,Owner,Service ID / Serial No,Service No / MAC,Account,Router IP Address ,LAN Core IP ,Switch Model,Switch Serial No,Phone 1,Phone 2,Phone 3,Phone 4,Phone 5,Phone 6,Service Address
120,5026,Wellness AMY Bandar Puchong,Wellness,vxma00039v,VAW_Amybandarpuchong,Selangor,8-Aug-16,,FGL204023K9,TM - Streamyx,Vinx,2mbps,amybdpcg@streamyx,60380620246,U600296429804,3G - Celcom,TNS,8.96019E+17,,,192.168.11.1,8 PORT SWITCH,,,03-80700354 (A60019-666-1803),03-80700166,03-80700356,03-80700743,,,"Wellness Bandar Puchong, AEON Bandar Puchong Shopping Centre, Lot G40, IOI Mall Batu 9, Jalan Puchong Bandar Puchong Jaya, 47100 Puchong, Selangor"
121,5017,Wellness AMY Bandaraya Melaka,Wellness,vxmb00042v,VAD_AmyBndryaMelaka,Melaka,27-Sep-16,,FGL204023JB,TM - Streamyx,Vinx,2mbps,well_bm@streamyx,62811167,U600337960703,3G - Digi,TNS,8.96016E+19,,,192.168.6.1,8 PORT SWITCH,,,06-2816206 (A60018-550-5610),06-2817132,06-2814050,06-2814041,,,"AEON Bandaraya Melaka, Lot G93, No.2, Jalan Legenda, Taman 1 - Legenda, 75400 Melaka"
122,5027,Wellness AMY Bukit Mertajam,Wellness,vxmb00039v,VAW_Amybukitmertajam,Penang,19-Aug-16,,FGL204023JR,TM - Unifi,Vinx,5mbps,amy_w.bukitmertajam@unifibiz,6045400426,1031175183,3G - Maxis,TNS,8.96001E+18,,,192.168.12.1,8 PORT SWITCH,,,04-5307636 (D94803-354-2001),04-5307641,04-5307643,04-5307644,,,"Wellness BTM, AEON MALL Bukit Mertajam, GF, AEON Mall Bukit Mertajam, Jalan Rozhan Alma, 14000 Bukit Mertajam, Pulau Pinang"
123,5015,Wellness AMY Bukit Tinggi,Wellness,vxma00046v,VAW_Amybukittinggi,Selangor,28-Sep-16,,FGL204023KT,TM - Unifi,Vinx,5mbps,amy_w.btinggi@unifibiz,60333180631,1016965312,3G - Celcom,TNS,8.96019E+18,,,192.168.7.1,8 PORT SWITCH,,,03-33221109 (A60018-744-0105),03-33232730,03-33232735,03-33232743,,,"No 1, Persiaran Batu Nilam 1/KS 6, Bandar Bukit Tinggi 2, 41200 Klang, Selangor Darul Ehsan."
124,5055,Wellness AMY Cheras Selatan,Wellness,vxma00052v,VAW_Amycherasselatan,Kuala Lumpur,1-May-16,,FGL204023J1,TM - Unifi,Vinx,30mbps,wellnessaeoncselatan@unifibiz,"03-90824897
03-90814896
03-90821073",1044910444,3G - Maxis,TNS,8.96001E+18,,,192.168.47.1,8 PORT SWITCH,,,03-90821073,03-90824897,,,,,"Aeon Selatan Shopping Centre Level Cheras?, Jalan S 1/1, Tun Hussein Onn, 43200 Cheras, Selangor, Malaysia"
125,5040,Wellness AMY Intermark,Wellness,vxma00045v,VAW_Intermark,Kuala Lumpur,23-Sep-16,,FGL204023GQ,TM - Unifi,Vinx,5mbps,amy_w.intermark@unifibiz,03-21812803,1031452210,3G - Digi,TNS,8.96016E+19,,,192.168.30.1,8 PORT SWITCH,,,03-21610224 (A60024-964-8710) - Office,03-21610527,03-21610593,,,,"Lot C-08, Concourse Floor, The Intermark, 348, Jalan Tun Razak, 56400 Kuala Lumpur"
126,5024,Wellness AMY Ipoh Station 18,Wellness,vxmb00044v,VAW_Amyipohstation18,Perak,29-Sep-16,,FGL204023J9,TM - Streamyx,Vinx,2mbps,amywip18@streamyx,6053214689,U600301487302,3G - Digi,TNS,8.96016E+19,,,192.168.9.1,8 PORT SWITCH,,,05-3212706 (A60019-206-3806),05-3211561,05-3212491,05-3213818,,,"Lot G11, Ground Floor, AEON Ipoh Station 18 Shopping Centre, No.2, Susuran Stesen 18, Station 18, 31650, Ipoh"
127,5047,Wellness AMY Kinta City,Wellness,vxmb00050v,VAW_Amykintacity,Perak,7-Feb-16,,FGL204023KM,TM - Streamyx,Vinx,1mbps,nosaisip@streamyx,05-5453750,U600360817504,3G - Maxis,TNS,8.96001E+18,,,192.168.48.1,8 PORT SWITCH,,,05-5451854,05-5452297,,,,,"Aeon Kinta City Shopping Centre, Lot G32, No 2, Jalan Teh Lean Swee, Off Jalan Sultan Azlan Shah Utara, 31400 Ipoh, Perak"
128,5049,Wellness AMY Klebang,Wellness,vxmb00045v,VAW_Amyklebang,Perak,29-Feb-16,,FGL204023KQ,TM - Streamyx,Vinx,8mbps,wellkleb@streamyx,05-2911707,U600360818210,3G - Maxis,TNS,8.96001E+18,,,192.168.64.1,8 PORT SWITCH,,,05-2911707 (U60026-282-0106),,,,,,"AEON Ipoh Klebang, Lower Ground Floor, AEON Mall Ipoh Klebang, Lot 12080, Klebang Perdana, 31200 Chemor, Perak"
129,5052,Wellness AMY Kota Bharu,Wellness,vxmb00049v,VAW_Amykotabharu,Kelantan,7-Apr-16,,FGL204023K2,TM - Unifi,Vinx,30mbps,wellnessaeonkbharu@unifibiz,"09-7405327
09-7405710
09-7405517",1044913760,3G - Celcom,TNS,8.96019E+18,,,192.168.45.1,8 PORT SWITCH,,,09-7405710,09-7405517,,,,,"AEON Wellness Kota Bharu, Kampung Lembah Sireh, 15050 Kota Bharu, Kelantan, Malaysia"
130,5016,Wellness AMY Kulai Jaya,Wellness,vxmb00043v,VAW_Amykulaijaya,Johor,28-Sep-16,,FGL204023J6,TM - Unifi,Vinx,5mbps,amy_w.kulaijaya@unifibiz,6076600039,1031488388,3G - Maxis,TNS,8.96001E+18,,,192.168.28.1,8 PORT SWITCH,,,07-6607332 (Office),07-6600435 (Counter 1),07-6600137 (Counter 2),,07-6622382 (A60013-308-5510),,"GF AEON Kulaijaya Shopping Mall, Persiaran Indahpura Utama, Bandar Indahpura, 81000 Kulaijaya, Johor."
131,5018,Wellness AMY Metro Prima,Wellness,vxma00047v,VAW_Amymetroprima,Kuala Lumpur,25-Sep-16,,FGL204023LB,TM - Unifi,Vinx,5mbps,amy_w_metroprima@unifibiz,60362412504,1031460965,3G - Maxis,TNS,8.96001E+18,,,192.168.8.1,8 PORT SWITCH,,,03-62501164 (A60018-986-4509),03-62500439,03-62501406,03-62503027,,,"AEON Metro Prima Lot G49G, Ground Floor, AEON Metro Prima Shopping Centre, No. 1, Jalan Metro Prima, Kepong 52100 KL"
132,5005,Wellness AMY Midvalley,Wellness,vxma00035v,VAW_Amymidvalley,Kuala Lumpur,12-Aug-16,,FGL204023KU,TM - Unifi,Vinx,5mbps,amy_w.midvalley@unifibiz,60322010812,1031110172,3G - Maxis,TNS,8.96001E+18,,,192.168.49.1,8 PORT SWITCH,,,03-22831926 (D91957-096-4104),,,,,,Unit AT3 Mid Valley Megamall Mid Valley City Lingkaran Syed Putra 59200 Kuala Lumpur
133,5051,Wellness AMY Shah Alam,Wellness,vxma00049v,VAW_Amyshahalam,Selangor,3-Sep-16,,FGL204023LC,TM - Unifi,Vinx,30mbps,wellness_amyshahalam@unifibiz,03 55241207,1042432953,3G - Celcom,TNS,8.96019E+17,,,192.168.44.1,8 PORT SWITCH,,,03-55245897 (Phone),03-55245896,,,,,"Wellness Shah Alam AEON CO. (M) BHD. No. 1, Jalan Akuatik 13/64 Seksyen 13 40100 Shah Alam Selangor"
134,5028,Wellness AMY Taiping,Wellness,vxmb00047v,VAW_Amytaiping,Perak,30-Sep-16,,FGL204023H4,TM - Streamyx,Vinx,4mbps,amy_wtai@streamyx,6058012848,U600301494508,3G - Celcom,TNS,8.96019E+17,,,192.168.13.1,8 PORT SWITCH,,, 05-8012848 (A60021-019-2301) -  Internet & Office Phone,"05-8048700 - 
Casher Counter 1","05-8048701 - 
Casher Counter 2","05-8048702 - 
Casher Counter Pharmacy","05-8048703 - 
No Patching/Not Used",,"AEON Mall Taiping, Pusat Membeli-Belah AEON, Lot 8576, 8577 Jalan Kamunting, 34000 Taiping, Perak"
135,5035,Wellness AMY Wangsa Maju,Wellness,vxma00048v,VAW_Amywangsamaju,Kuala Lumpur,26-Sep-16,,FGL204023KH,TM - Unifi,Vinx,5mbps,amy_w.wangsamaju@unifibiz,60341312994,1031461120,3G - Celcom,TNS,8.96019E+17,,,192.168.23.1,8 PORT SWITCH,,,03-41421068 (A60019-106-9508),03-41420094,03-41420987,,,,"AEON Wangsa Maju, Lot G28, Ground Floor, AEON Wangsa Maju and Alpha Angie Shopping Centre, Jalan R1, Seksyen 1, Bandara Baru Wangsa Maju, 53300 KL"
136,5075,Wellness Arkadia,Wellness,vxma00073v,VAW_Arkadia,Kuala Lumpur,1-Jun-18,,FGL2150922Y,TM - Unifi,Vinx,100mbps,amy_wlness.arkadia@unifibiz,03-62615994,,3G - Celcom,TNS,8.96019E+18,,,192.168.39.1,8 PORT SWITCH,SG95D-08,DNI2037027B,03-62615994 (Office),03-62626661 (Credit Card),03-62618723 (Credit Card),03-62624291 (Credit Card),,,"B-G-16, GROUND FLOOR, PLAZA ARKADIA, NO.3, JALAN INTISARI PERDANA, DESA PARKCITY, 52200 KUALA LUMPUR"
137,5025,Wellness Atria,Wellness,vxma00040v,VAW_Atria,Selangor,27-Aug-16,,FGL204023GT,TM - Unifi,Vinx,100mbps,wellness_atria@unifibiz,60377316349,1026258663,3G - Maxis,TNS,8.96001E+18,,,192.168.10.1,8 PORT SWITCH,,,03-77325347 (1026258663),03-77318329,03-77316349,07-77312717,,,"C5 and C6, Concourse Floor, Atria Shopping Gallery, Atria Damansara, Jalan SS22/23, Damansara Jaya, 47400 Petaling Jaya, Selangor Darul Ehsan"
138,5056,Wellness Bandar Dato’ Onn (Kempas),Wellness,vxmb00065v ,VAW_Kempas,Johor,14-Aug-17,,FGL210421ZP,TM - Unifi,Vinx,100mbps,amy_w.kempas@unifibiz,6073648307,1034638401,3G - Digi,TNS,8.96016E+19,,,192.168.59.1,8 PORT SWITCH,,,07-3504759,07-3647408,07-3642140,,,,"Lot G-01, Ground Floor, AEON Mall Bandar Dato’ Onn, No. 3, Jalan Dato’ Onn 3, Bandar Dato’ Onn, 81100 Johor Bahru."
139,5006,Wellness Bandar Utama,Wellness,vxma00076v,VAW_BandarUtama,Selangor,7-Sep-18,,FGL221392JP,TM - Unifi,Vinx,10mbps,wellness_butama@unifibiz,03-77314578,,3G - Maxis,TNS,8.96001E+18,,,192.168.70.1,8 PORT SWITCH,AT-FSW708,"04B160100168
04B152200757",03-77314578 (Office),03-77313643 (Credit card),03-77314718 (Credit card),03-77317194 (Credit card),,,"Wellness Bandar Utama, Ground Floor, AEON Bandar Utama, No.1, Lebuh Bandar Utama, Bandar Utama Damansara,47800,Petaling Jaya, Selangor"
140,5067,Wellness Bangsar South The Sphere,Wellness,vxma00072v,VAW_TheSphere,Kuala Lumpur,19-Jan-18,,FGL210421ZM,TM - Unifi,Vinx,100mbps,wellness1@unifibiz,03-22421892,1044913992,3G - Digi,TNS,8.96016E+19,,,192.168.3.1,8 PORT SWITCH,SG95D-08,DNI204906TE,03-22422101 (Credit card),03-22420623 (Credit card),03-22423218 (Credit card),03-22421892 (Office),,,"Wellness The Sphere, Unit LG-1A & 1B, Level LG, The Sphere, No.1, Avenue 1, Bangsar South,No.8, Jalan Kerinchi, 59200 Kuala Lumpur."
141,5091,Wellness Bele Time,Wellness,vxmb00101v,5091_VAW_BeleTime,Johor,5-Dec-19,,FGL225013BU,TM - Unifi,Vinx,10 Mbps,welllness_dangabay@unifibiz,03-56114730,,3G - Maxis,TNS,8.96001E+18,,,192.168.94.1,92.168.94.0,CISCO SG95D-08,DNI232603V5,07 - 2209210 (office),07 - 2209741 (terminal 1),07 - 2209571 (terminal 2),,,,"Lot G-35, Ground Floor, Beletime Danga Bay Shopping Mall, Danga Bay, Jalan Skudai, 80200 Johor Bahru. "
142,5011,Wellness Bukit Indah,Wellness,vxmb00062v,VAW_Bukitindah,Johor,18-Apr-17,,FGL21042200,TM - Streamyx,Vinx,2mbps,wellbina@streamyx,07-2323076,U600360823702,3G - Digi,TNS,8.96016E+19,,,192.168.56.1,8 PORT SWITCH,,,,,,,,,"1st Floor, No. 8, Jalan Indah 15/2, Bukit Indah, 81200 Johor Bahru, Johor Darul Takzim"
143,5070,Wellness Danau Kota,Wellness,vxma00086v,VAW_DanauKota,Kuala Lumpur,13-Dec-18,,FGL204023GR,TM - Unifi,Vinx,10mbps,wellness_danaukota@unifibiz,03-41310757,,3G - Maxis ,TNS,8.96001E+18,,,192.168.77.1,13 PORT SWITCH,SG95D-08,DNI2037027G,"ATA MODEL: DVG-5004S
ATA SERIAL NO: ATANEPDL1805000513",03-41310757 (Office),03-41314067 (credit card 1),03-41315027 (credit card 2),,,"Wellness Danau Kota, Lot G2, AEONBIG DANAU KOTA, LOT PT9834, Jalan Langkawi, Taman Danau Kota, Mukim Setapak, 53300 Kuala Lumpur"
144,5061,Wellness Dataran Pahlawan,Wellness,vxmb00059v,VAW_Dataranpahlawan,Melaka,13-Oct-16,,FGL204023Z4,TM - Streamyx,Vinx,4mbps,welldpm@streamyx,06-2811348,U600360824603,3G - Celcom,TNS,8.96019E+17,,,192.168.51.1,8 PORT SWITCH,,,,,,,,,"AEON CO. (M) BHD. Lot BD-077, BD-078, BD-091, BD-091a, BD-092, BD-093, BD-093a, Lower Ground, Dataran Pahlawan Melaka Megamall, Jalan Merdeka, Bandar Hilir, 75000 Melaka"
145,5095,Wellness Desa Park City,Wellness,vxma00097v,5095 _VAW_DesaPark,Kuala Lumpur,25-Oct-19,,FGL23031016,TM - Streamyx,Vinx,2mbps,w_desapc,03-62701269,,3G - Maxis,TNS,8.96001E+18,,,192.168.91.1/24 ,,SG95D - 08,DN1212000TB,03-62701292 ,03-62701284 ,,,,,"FF-28, First Floor, The Waterfront @ Parkcity, No 5, Persiaran Residen, Desa Park City, Kuala Lumpur"
146,5066,Wellness Evo Bangi,Wellness,vxma00070v,VAW_BangiEvo,Selangor,18-Dec-17,,FGL21042209,TM - Unifi,Vinx,10mbps,evo188@unifibiz ,03-89229698,1044914180,3G - Celcom,TNS,8.96019E+18,,,192.168.63.1,8 PORT SWITCH,,,03-89229952 (Credit card),03-89280952,03-89229865  (Credit card),03-89229698 (Office),,,"G09, Ground Floor, EVO Shopping Centre, Seksyen 9, 43650, Bandar Baru Bangi, Selangor"
147,5064,Wellness Ikano,Wellness,vxma00066v,VAW_ikanopower,Kuala Lumpur,31-Jul-07,,FGL210421ZU,TM - Unifi,Vinx,10mbps,wellnessikano@unifibiz,"03-77323595
03-77322246
03-77321041
03-77312374",1044916318,3G - Digi,TNS,8.96016E+19,,,192.168.58.1,8 PORT SWITCH,,,03-77312374 (Credit card),03-77323595 (Credit card),03-77322246 (Credit card),03-77321041 (Manager room),,,"LG1.17 &LG1.18 Lower Ground 1, IPC Shopping Centre, NO.2, Jalan PJU 7/2, Mutiara Damansara, 47800 Petaling Jaya, Selangor."
148,5073,Wellness Kiara,Wellness,vxma00080v,VAW_Kiara,Kuala Lumpur,15-Nov-18,,FGL22319212,TIME,Vinx,20Mbps,billing829@timebb (bud203132g),TBBN203132G,4.78E+11,3G - Maxis,TNS,8.96001E+18,,,,12 PORT SWITCH,SG95D-08,DNI204906X4,03-64113865 (Office),03-64113866 (Credit card),03-64113867 (Credit card),,,,"Wellness 163 Kiara, LG1-15, Lower Ground Floor,163 Retail Park, No.8 Jalan Kiara, Mont. Kiara, Kuala Lumpur."
149,5059,Wellness KL Gateway,Wellness,vxma00065v,VAW_KLGateway,Kuala Lumpur,29-Apr-17,,FGL210421ZX,Maxis - Unifi,N'osairis,16mbps,409026@public.maxis.com.my,2137235749 (409026),,3G - Maxis ,TNS,8.96001E+18,,,192.168.55.1,8 PORT SWITCH,,,03-28569158 (Manager room),03-28569159 (Credit card),03-28569160 (Credit card),,,,"LOT UG-09 & UG-10, PUSAT BELI BELAH KL GATEWAY, NO. 2, JALAN KERINCHI, GERBANG KERINCHI LESTARI, 59200, KUALA LUMPUR"
150,5078,Wellness Kluang Mall,Wellness,vxmb00082v,VAW_KluangMall,Johor,6-Dec-18,,FGL22339331,TM - Streamyx,Vinx,2mbps,w_klgmal,,,3G - Digi,TNS,8.96016E+19,,,192.168.76.1,13 PORT SWITCH,SG95D-08,DNI201907SC,07-7711318 (Office),07-7711370 (Credit card) Counter1,07-7711418 (Credit card) Counter2,,,,"Wellness Kluang Mall, Lot 1-42A, 1-43 & 1-43A, Kluang Mall, Jalan Rambutan,  Bandar Kluang, 86000 Kluang, Johor"
151,5069,Wellness Kuching Central,Wellness,vxmb00074v,VAW_KuchingCentral,Kuching,27-Mar-18,,FGL210421ZT,TM - Unifi,Vinx,100mbps,amy_w.kuching@unifibiz,08-2237055,,3G - Celcom,TNS,8.96019E+18,,,192.168.41.1,8 PORT SWITCH,SG95D-08,DNI21150BC7,082 232034 Dlink Port 1,082 232861 Dlink Port 2,082 232927 Dlink Port 3,082 232752 Modem Tel 1,082 237055 Modem Tel 2,,"LOT G40 & 41, AEON MALL KUCHING CENTRAL, NO.88, JALAN DATUK PATINGGI HAJI AHMAD ZAIDI ADRUCE, 93200 KUCHING, SARAWAK."
152,5080,Wellness Kulim Central,Wellness,vxmb00100v,,Kedah,11-Dec-19,,FGL225013BX,TM Unifi,Vinx,10 Mbps,wellness_kulimc@unifibiz,6044904993,,3G - Celcom,TNS,8.96019E+17,,,192.168.92.1/24 ,,CISCO SG95D-09,DNI2326041P,04-4904993 (Office) - ATA,04-4904543 (Terminal 1),04-4957616 (Terminal 2),,,,"Lot 10 1F-25, First Floor, Kulim Central, No 1, Jalan KLC Satu (1), 09000 Kulim, Kedah"
153,5068,Wellness Mahkota Parade,Wellness,vxmb00072v,VAW_MahkotaParade,Melaka,1-Feb-18,,FGL210421ZG,TM - Streamyx,Vinx,2mbps,amy_wmp@streamyx,6062813537,U600334546204,3G - Maxis,TNS,8.96001E+18,,,192.168.65.1,8 PORT SWITCH,SG95D-08,DNI21150B9U,06-2813428 (Credit card) ,06-2813485 (Credit card),06-2813514 (Credit card) ,06-2813483 (Pharmacy) ,06-2813537 (Office),,"Lot G09, Ground Floor, Mahkota Parade, No.1, Jalan Merdeka, 75000 Melaka."
154,5065,Wellness Medini,Wellness,vxmb00071v,,Johor,8-Dec-17,,FGL2104220E,TM - Unifi,Vinx,10mbps,wellnessmedini1@unifibiz,07-5539442,1044923819,3G - Maxis,TNS,8.96001E+18,,,192.168.62.1,8 PORT SWITCH,,,Tel 2 : 075539246 (Modem),Phone 2 :  07-5226917 (ATA),Phone 3 : 07-5226975 (ATA), Tel 1 : 07-5539442 (Modem),,,"Lot G03, Grd Floor, Mall of Medini at Medini North, No. 4, Lebuh Medini Utara, Medini Iskandar Malaysia, 79200 Iskandar Puteri, Johor"
155,5079,Wellness Nilai,Wellness,vxmb00087v,VAW_Nilai,N9,2-Jan-19,,FGL204023GL,TM - Unifi,Vinx,10mbps,welness_amynilai@unifibiz,67948776,,3G - Maxis,TNS,8.96001E+18,,,192.168.78.1  ,13 PORT SWITCH,AT-FSW708,04B160900462/04B160100927,06-7948776,06-7909408,06-7948768,06-7940964,06-7948136,,"G-A-01,Ground Floor, AEON Nilai Mall, No.2, Persiaran Pusat Bandar Putra Point, Putra Nilai, 71800, Nilai, Negeri Sembilan."
156,5094,Wellness Palm Mall,Wellness,vxmb00098v,5094_VAW_PalmMall,N9,4-Oct-19,,FGL2303102X,TM - Streamyx,Vinx,2mbps,w_palmll@streamyx,,,3G - Maxis,TNS,8.96001E+18,,,192.168.90.1,8 PORT SWITCH,CISCO SG95D-08,DNI2237079K,06-7613502 (Office),06-7613645 (Terminal 1),06-7613597 (Terminal 2),,,,"Lot G 26,27 & 28, Level G Palm Mall, Jalan Sungai Ujong,  70200, Seremban, Negeri Sembilan"
157,5013,Wellness Permas Jaya,Wellness,vxmb00076v,VAW_PermasJaya,Johor,25-May-18,,FGL221392JM,TM - Streamyx,Vinx,2mbps,amy_wapj@streamyx,,U60034016505,3G - Maxis,TNS,8.96001E+18,,,192.168.40.1,8 PORT SWITCH,SG95D-08,DNI204906YE,07-3805619,07-3805753 ,07-3805455,07-3805236,,,"G09, Ground Floor, 
AEON Permas Jaya,
 Jaya Utara, Jalan Permas 7, 
Bandar Baru Permas Jaya,
 81750,  Masai, Johor"
158,5036,Wellness Publika,Wellness,vxma00056v,VAW_Publika,Kuala Lumpur,31-Jul-15,,FGL204023GX,TM - Unifi,Vinx,5mbps,wellnesspublika@unifibiz,03-62111035,1044924023,3G - Maxis,TNS,9.60011E+17,,,192.168.42.1,8 PORT SWITCH,,,03-62010272,03-62010119,03-62010114,,,,"PUBLIKA, Lot 18, Level UG, Jalan Dutamas 1, Hartamas Heights 50480 Kuala Lumpur"
159,5009,Wellness Queensbay Mall,Wellness,vxmb00063v,VAW_Queensbay,Penang,16-May-17,,FGL2104220G,TM - Unifi,Vinx,10mbps,wellnessqueensbay1@unifibiz,04-6119813,1044926622,3G - Digi,TNS,8.96016E+19,,,192.168.57.1,8 PORT SWITCH,,,04-6411946 (Counter),04-6411912 (Counter),04-6411049 (Manager room) ,04-6412241 (Pharmacy)  ,,,"WELLNESS SUNWAY CARNIVAL MALL AEON CO. (M) BHD. Lot LG-25, Lower Ground Floor, 3068, Jalan Todak, Pusat Bandar Seberang Jaya, 13700 Seberang Jaya, Pulau Pinang"
160,5032,Wellness Quill City,Wellness,vxma00084v,VAW_QuillCity,Kuala Lumpur,30-Nov-18,,FGL204023J3,TM - Unifi,Vinx,10mbps,wellness_quillcity@unifibiz,03-22027689,1041078625,3G - Maxis,TNS,8.96001E+18,,,192.168.75.1  ,13 PORT SWITCH,AT-FSW708,04B160900478,03-22028104 (Pharmacy Counter),03-22028925 (Credit card),03-22027689 (Office),03-22027553 (Credit card)?,,,"Wellness Quill City Lower Ground Floor Lot-21,G-30,1-30,2-40 & 3-63 Quill City Mall, No 1018,Jalan Sultan Ismail Kuala Lumpur."
161,5084,Wellness R&F Mall,Wellness,vxmb00094v,5084_VAW_R&FMall,Johor,21-Jun-18,,FGL225212W7,TIME ,Vinx,20Mbps,,TBBN296195G ,,3G - Maxis,TNS,8.96001E+18,,,192.168.82.1,8 PORT SWITCH,CISCO SG95D-08 PORT,DNI203702AK,03-27242911,03-27242912,07-2783495,07-2783496,,,"Wellness R&F Mall, G-142 & G-143, Ground Floor, R&F Mall, Jalan Tanjung Puteri 1, R&F Tanjung Puteri, 80300 Johor Bahru, Johor."
162,5086,Wellness Saradise Mall,Wellness,vxmb00092v,5086_VAW_Saradise,Kuching,18-Apr-19,,FGL225212W3,TM - Unifi,Vinx,10mbps,wellness_saradise@unifibiz,,,3G - Celcom,TNS,8.96019E+18,,,192.168.81.1 ,9 PORT SWITCH,CISCO SG95D-09,DNI22440P1Z,Phone 1: 082-454718,Phone 2: 082-459517,Phone 3: 082-460114,,,,"Wellness Saradise Kuching, Level 1 of Sublot 18, Block B1, Saradise Mall, Jalan Stutong, 93350, Kuching, Sarawak"
163,5076,Wellness Section 17,Wellness,vxma00079v,VAW_Section17,Selangor,8-Nov-18,,FGL2231920V,TIME,Vinx,20Mbps,billing477@timebb (bue207158g),TBBN207158G,4.91E+11,3G - Digi,TNS,8.96016E+19,,,,10 PORT SWITCH,CISCO SG94D-08,DNI204906VX,03-76229315 (Office),03-76229316 (Pharmacy),03-76229317 (Credit card),03-76229318 (Credit card),,,"Wellness Section 17 (Seventeen Mall)No.998, Level L1-01, Jalan 17/38, Seksyen 17, 46400 Petaling Jaya, Selangor."
164,5074,Wellness Segamat Central,Wellness,vxmb00077v,VAW_SegamatCentral,Johor,1-Aug-18,,FGL215091YN,TM - Streamyx,Vinx,2mbps, w_1sgmt@streamyx,07-9312496,U600343024509,3G - Maxis,TNS,8.96001E+18,,,192.168.67.1 ,8 PORT SWITCH,AT-FSW708, 04B154600826,07-9312496 (Office),07-9312541 (Credit card),07-9312524 (Credit card),,,,"Wellness One Segamat, Lot G13, G13A, G15,Ground Floor,  Segamat Central Shopping Centre, Jalan Kolam Air,85000 Segamat, Johor"
165,5023,Wellness Seksyen 23,Wellness,vxma00053v,VAW_Section23,Selangor,29-Apr-15,,FGL204023GM,TM - Streamyx,Vinx,4mbps,wellsha@streamyx,03-55410079,U600360825103,3G - Maxis,TNS,8.96001E+18,,,192.168.21.1,8 PORT SWITCH,,,03-55410385 (A60024-093-7709),03-55410367,03-55410284,,,,"Lot No. G.15, Jalan Dividen 23/6, Seksyen 23, 40460 Shah Alam, Selangor Darul Ehsan"
166,5093,Wellness Selayang Mall,Wellness,vxma00091v,5093_VAW_SelayangMall,Selangor,6-Sep-19,,FGL204023L2,TM - Unifi,Vinx,10mbps,well_selayangm@unifibiz,,,3G - Maxis,TNS,8.96001E+18,,,192.168.85.1/24,8 PORT SWITCH,SG95D - 08,DNI2037027C,0361271596  (Office),0361272923 (Counter 1),0361371684 (Counter 2),,,,"Lot-LG.45, Lower Ground Floor, Selayang Mall, Jalan SU9, Taman Selayang Utama, 68100, Batu Caves, Selangor"
167,5090,Wellness Solaris,Wellness,vxma00090v,5090_VAW_Solaris,Kuala Lumpur,23-Aug-19,,FGL225212VZ,TM - Unifi,Vinx,10mbps,well_solarism@unifibiz,,,3G - Celcom,TNS,8.96019E+18,,,192.168.89.1/24,8 PORT SWITCH,SG95D - 08,DNI22440P04,03-62061293 (Office),03-62062609 (Counter 1),03-62061377 (Counter 2),,,,"Wellness Solaris Mont Kiara, No.21, Grd Floor, Jalan Solaris 4, Solaris Mont Kiara, Off Jalan uta Kiara, 50480, Kuala Lumpur."
168,5072,Wellness Southkey Megamall,Wellness,vxmb00080v,5072_VAW_SouthKey,Johor,11-Apr-19,,FGL225212W6,TIME ,Vinx,20mbps,,TBBN251535G,5.81E+11,3G - Celcom,TNS,8.96019E+18,,,192.168.73.1,8 PORT SWITCH,CISCO SG95D-08,"DNI22440P1Q
DNI22440P1D",07-2673990,07-2673991,07-2673995,07-2673996,07-2673997,07-2673998,"Wellness Midvalley Southkey, F032 & F033, 1st Floor, The Mall Midvalley Southkey, Persiaran Southkey 1, Southkey, 80150, Johor Bahru, Johor"
169,5058,Wellness Sunway Carnival,Wellness,vxmb00060v,VAW_SunwayCarnival,Penang,29-Sep-16,,FGL204023J4,TM - Unifi,Vinx,1mbps,wellnesssunwaycarniv@unifibiz,04-3902072,1044926903,3G - Maxis,TNS,8.96001E+18,,,192.168.50.1,8 PORT SWITCH,,,04-3902081,04-3902093,,,,,"MALL AEON CO. (M) BHD. Lot LG-25, Lower Ground Floor, 3068, Jalan Todak, Pusat Bandar Seberang Jaya, 13700 Seberang Jaya, Pulau Pinang"
170,5050,Wellness Sunway Velocity,Wellness,vxma00060v,VAW_SunwayVelocity,Kuala Lumpur,,,FGL204023K3,TIME,Vinx,10mbps,jonie.tan@nosairis.com,TBBN077136G,2.44E+11,3G - Celcom,TNS,8.96019E+18,,,192.168.52.1,8 PORT SWITCH,,,03-27852901,03-27852902,,,,,"AEON Wellness, Lot B-01 & B-02, Basement Sunway Velocity mall, Cheras, Kuala Lumpur"
171,5037,Wellness Taiping Mall,Wellness,vxmb00046v,VAW_Taipingmall,Perak,30-Sep-16,,FGL204023HE,TM - Streamyx,Vinx,4mbps,amywtaim@streamyx,6058012858,U600301503410,3G - Maxis,TNS,8.96001E+18,,,192.168.24.1,8 PORT SWITCH,,,05-8054364 (A60020-317-4807),05-8051875,05-8054277,05-8054396,,,"Lot LG-17, LG-18, LG-19,LG-20 Lower Ground Floor Taiping Mall, Jalan Tupai 34000 Taiping Perak"
